vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas973		pavarde973		10	2	2	10	9	3	10	4	3	5	8	5	2	4	5	4	2	2	6	8	4		4.48
vardas974		pavarde974		2	9	1	4	1	3	8	2	2	4	9	4	4	3	6	3	4	2	10	2	5		4.66
vardas975		pavarde975		10	1	9	7	4	6	1	6	3	9	4	1	6	6	10	5	9	4	3	1	3		3.9
vardas976		pavarde976		5	10	10	5	6	9	4	1	9	1	9	10	10	9	3	4	7	9	2	1	4		4.88
vardas977		pavarde977		6	8	8	5	4	8	9	5	10	9	6	7	9	8	3	3	8	10	8	9	3		4.66
vardas978		pavarde978		6	3	2	2	8	8	1	3	6	2	7	3	6	6	9	4	1	3	9	5	3		3.68
vardas979		pavarde979		9	1	3	10	10	5	6	10	10	10	8	1	4	9	8	8	7	3	4	4	2		3.8
vardas980		pavarde980		7	8	9	10	5	7	4	4	2	5	7	10	6	8	6	4	8	8	8	8	7		6.88
vardas981		pavarde981		4	1	10	4	8	9	8	9	8	5	6	1	9	5	2	6	3	3	6	7	7		6.48
vardas982		pavarde982		5	2	4	10	2	4	7	2	2	3	7	4	1	8	6	2	1	10	9	10	9		7.38
vardas983		pavarde983		8	9	4	1	5	8	1	1	6	8	4	4	7	10	4	6	7	10	7	8	10		8.36
vardas984		pavarde984		4	6	7	7	1	6	3	4	5	5	8	3	3	6	7	2	4	2	5	10	4		4.36
vardas985		pavarde985		10	7	2	4	7	4	9	7	4	1	7	5	3	5	1	8	5	9	5	1	6		5.68
vardas986		pavarde986		5	6	9	4	6	5	6	3	4	9	5	1	1	5	2	9	8	8	1	8	1		2.7
vardas987		pavarde987		8	1	4	3	3	1	2	4	6	10	9	1	7	2	10	5	8	6	9	10	9		7.58
vardas988		pavarde988		5	6	10	6	8	5	4	8	2	9	2	10	9	4	6	10	9	6	8	4	9		8.02
vardas989		pavarde989		6	4	4	6	7	8	6	10	10	10	5	2	8	10	1	7	4	9	1	6	7		6.68
vardas990		pavarde990		1	5	2	3	9	6	9	5	9	5	6	1	1	2	3	3	1	7	10	5	6		5.46
vardas991		pavarde991		8	4	4	9	6	6	1	10	1	9	10	1	2	10	1	5	8	5	10	6	5		5.32
vardas992		pavarde992		5	4	10	5	3	7	7	3	2	4	3	7	5	1	9	1	7	2	1	4	8		6.6
vardas993		pavarde993		5	8	7	8	6	3	4	7	8	7	5	4	1	7	7	7	2	6	2	1	9		7.5
vardas994		pavarde994		9	5	5	7	9	10	9	2	4	4	8	6	2	7	5	8	4	8	9	4	9		7.9
vardas995		pavarde995		7	8	7	10	7	2	9	1	1	5	6	9	2	3	8	9	7	1	7	9	9		7.76
vardas996		pavarde996		2	2	9	1	1	10	6	2	2	5	2	1	4	9	3	5	4	1	4	8	8		6.42
vardas997		pavarde997		3	7	1	3	8	6	2	2	1	10	9	1	9	7	8	4	2	4	6	6	1		2.58
vardas998		pavarde998		9	1	9	9	8	10	4	1	6	4	8	3	3	7	4	3	4	10	3	8	7		6.48
vardas999		pavarde999		4	5	5	9	6	7	1	7	4	8	7	7	5	6	10	2	3	10	10	4	5		5.4
vardas1000		pavarde1000		9	4	6	5	2	2	6	4	2	3	2	9	1	8	5	1	2	10	10	4	10		7.9
