vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas243		pavarde243		4	8	9	6	3	6	2	3	6	8	2	1	3	10	9	2	1	10	5	2	6		5.6
vardas244		pavarde244		5	10	7	1	3	2	6	5	4	3	5	1	10	8	3	10	9	8	4	8	3		4.04
vardas245		pavarde245		6	6	9	1	7	5	4	1	1	7	2	3	3	5	8	4	9	5	10	1	3		3.74
vardas246		pavarde246		9	3	4	10	10	10	1	4	2	9	8	8	2	3	8	8	2	6	2	2	5		5.22
vardas247		pavarde247		10	10	7	7	6	3	9	5	10	2	5	3	8	10	9	4	2	7	6	7	4		5
vardas248		pavarde248		6	1	4	3	7	3	7	10	1	1	9	9	6	6	10	9	5	6	4	10	10		8.34
vardas249		pavarde249		6	4	10	3	6	5	10	4	10	9	9	8	9	4	6	7	10	8	5	2	6		6.3
vardas250		pavarde250		6	10	6	2	4	5	9	10	6	2	3	8	4	3	4	1	10	1	2	1	5		4.94
vardas251		pavarde251		2	3	4	8	8	9	5	5	7	2	7	10	8	7	3	5	1	4	7	9	2		3.48
vardas252		pavarde252		6	3	4	7	8	10	7	1	2	9	3	8	2	9	4	9	3	9	6	10	6		6
vardas253		pavarde253		3	1	6	8	8	7	1	2	3	6	3	5	4	2	3	3	3	10	5	7	1		2.4
vardas254		pavarde254		3	9	9	7	7	8	10	3	3	5	5	1	9	10	4	4	4	5	9	5	5		5.4
vardas255		pavarde255		1	4	9	1	4	2	5	5	7	8	5	1	10	9	4	2	7	9	9	10	1		2.84
vardas256		pavarde256		7	5	9	7	8	10	4	7	5	6	7	7	2	7	10	6	8	6	8	6	10		8.7
vardas257		pavarde257		3	6	7	8	3	8	10	2	5	8	2	7	2	4	7	5	10	10	3	7	7		6.54
vardas258		pavarde258		2	3	9	3	1	8	2	10	4	9	5	9	9	6	8	9	3	2	10	9	4		4.82
vardas259		pavarde259		8	8	4	8	1	6	1	9	7	3	2	4	10	4	1	10	2	6	7	7	6		5.76
vardas260		pavarde260		4	9	4	5	10	5	2	4	2	8	1	8	5	9	2	4	1	7	9	3	9		7.44
vardas261		pavarde261		3	5	5	10	7	3	5	7	10	7	9	1	5	4	1	8	10	2	6	3	1		2.82
vardas262		pavarde262		4	7	2	4	1	10	1	3	9	5	6	2	6	10	3	5	9	7	8	5	7		6.34
vardas263		pavarde263		7	10	1	2	1	8	7	2	3	8	2	3	10	3	10	5	10	5	9	9	10		8.3
vardas264		pavarde264		4	10	9	8	8	9	8	1	4	9	10	4	10	7	1	2	7	8	6	6	2		3.82
vardas265		pavarde265		1	3	2	2	6	7	2	2	6	2	6	5	1	2	3	7	5	7	1	4	2		2.68
vardas266		pavarde266		2	2	7	5	5	1	1	1	9	9	9	7	9	6	8	1	1	8	4	4	9		7.38
vardas267		pavarde267		2	3	1	7	7	9	1	10	9	7	4	10	1	9	2	9	8	7	10	7	6		6.06
vardas268		pavarde268		2	4	4	1	4	6	6	6	4	9	6	3	10	8	3	4	6	1	6	3	1		2.52
vardas269		pavarde269		4	1	10	3	8	8	1	3	10	10	4	6	6	3	8	10	3	6	6	3	5		5.26
vardas270		pavarde270		9	5	8	7	7	8	8	10	1	9	9	5	8	6	9	9	4	10	6	8	7		7.12
vardas271		pavarde271		2	4	9	9	7	5	6	2	5	3	10	8	10	4	4	4	6	8	6	1	4		4.66
vardas272		pavarde272		2	9	7	7	10	1	1	3	5	9	7	4	10	7	2	7	6	10	7	3	6		5.94
vardas273		pavarde273		1	4	9	2	7	2	5	8	10	8	1	3	4	4	7	3	3	2	9	8	9		7.4
vardas274		pavarde274		1	10	9	2	7	1	10	5	1	3	1	7	5	3	6	2	1	6	10	4	5		4.88
vardas275		pavarde275		5	4	2	2	2	6	8	1	4	10	4	3	3	4	2	9	7	7	10	9	5		5.04
vardas276		pavarde276		2	9	9	2	10	3	8	10	9	4	9	3	10	4	2	10	6	5	8	5	3		4.36
vardas277		pavarde277		10	3	6	5	4	6	8	3	3	9	5	10	8	2	1	5	7	2	6	5	2		3.36
vardas278		pavarde278		7	7	4	4	2	4	1	2	6	8	6	5	3	9	6	1	8	9	8	3	9		7.46
vardas279		pavarde279		10	10	3	1	3	3	7	10	6	4	5	6	8	7	2	3	2	4	10	3	7		6.34
vardas280		pavarde280		1	5	9	10	1	4	10	6	4	7	5	2	3	4	10	8	6	2	5	10	2		3.44
vardas281		pavarde281		3	7	4	1	3	3	8	8	4	5	1	5	5	4	5	10	1	10	9	2	6		5.56
vardas282		pavarde282		1	10	8	10	9	6	7	1	8	6	7	1	5	4	9	3	9	8	1	1	2		3.48
vardas283		pavarde283		5	6	10	8	6	8	1	1	1	3	6	5	4	4	2	3	2	9	10	9	4		4.46
vardas284		pavarde284		9	10	6	7	10	2	7	6	1	8	6	3	10	8	8	2	7	6	10	1	7		6.74
vardas285		pavarde285		10	8	4	1	6	4	5	2	3	8	6	5	2	3	4	6	4	10	9	4	5		5.08
vardas286		pavarde286		8	5	3	10	2	1	6	6	10	7	8	1	2	9	4	2	6	5	10	2	3		3.94
vardas287		pavarde287		3	8	2	2	8	7	10	2	6	7	1	7	4	9	8	5	7	4	6	3	7		6.38
vardas288		pavarde288		2	5	3	10	4	6	1	3	8	6	5	2	5	3	8	6	4	9	4	5	7		6.18
vardas289		pavarde289		4	4	8	10	10	2	4	3	10	5	10	4	2	2	9	4	1	5	2	2	9		7.42
vardas290		pavarde290		6	3	9	4	9	7	9	7	4	8	4	7	6	10	3	3	8	5	4	2	6		5.96
vardas291		pavarde291		9	8	8	1	6	8	6	7	5	1	4	3	9	3	5	7	10	8	7	5	2		3.6
vardas292		pavarde292		5	7	3	1	3	10	1	3	6	8	7	4	5	4	2	10	6	6	2	5	2		3.16
vardas293		pavarde293		6	4	9	8	1	4	10	2	4	9	1	10	9	10	2	4	7	8	5	9	5		5.44
vardas294		pavarde294		1	10	10	8	9	10	7	8	4	4	9	10	3	10	1	9	1	8	8	5	10		8.7
vardas295		pavarde295		10	9	7	9	10	8	8	8	3	10	7	6	8	10	8	2	8	4	6	4	3		4.7
vardas296		pavarde296		9	3	9	1	1	9	5	8	5	7	5	6	8	6	9	7	1	1	3	10	5		5.26
vardas297		pavarde297		10	9	3	10	8	4	4	3	3	9	6	8	2	2	4	9	2	5	3	10	4		4.68
vardas298		pavarde298		4	9	4	3	6	8	9	9	4	7	6	7	8	4	8	2	4	5	7	4	2		3.56
vardas299		pavarde299		1	4	9	9	2	2	7	5	5	4	7	3	1	4	1	1	10	6	1	4	3		3.52
vardas300		pavarde300		2	8	3	2	3	5	1	1	10	6	6	6	2	9	4	5	5	4	7	8	4		4.34
vardas301		pavarde301		2	8	7	7	9	6	5	6	5	9	5	2	5	10	5	5	5	8	5	3	3		4.14
vardas302		pavarde302		6	1	5	4	4	8	7	7	10	9	10	9	2	4	1	7	10	6	4	6	7		6.6
vardas303		pavarde303		4	6	4	5	8	3	2	10	8	1	4	8	8	8	3	3	3	10	6	2	7		6.32
vardas304		pavarde304		8	5	1	2	3	6	3	4	6	2	1	10	10	9	5	9	5	5	7	3	8		6.88
vardas305		pavarde305		3	5	8	8	10	6	1	3	10	7	10	6	5	4	9	6	8	3	4	4	10		8.4
vardas306		pavarde306		4	1	8	6	6	2	2	10	2	2	5	8	6	9	1	9	2	3	6	1	5		4.86
vardas307		pavarde307		1	3	2	9	6	3	10	1	6	5	6	2	8	4	7	9	6	3	5	5	6		5.62
vardas308		pavarde308		7	8	5	6	7	1	3	4	8	8	2	5	2	2	2	1	5	9	1	5	3		3.62
vardas309		pavarde309		7	4	9	6	8	2	5	7	1	1	9	3	6	2	1	10	6	4	5	8	5		5.08
vardas310		pavarde310		3	5	7	7	10	2	6	4	10	1	5	4	8	9	4	8	9	1	5	1	4		4.58
vardas311		pavarde311		1	3	9	5	5	6	3	7	7	3	9	8	3	5	7	6	10	4	1	4	2		3.32
vardas312		pavarde312		5	9	5	1	2	10	6	3	7	5	6	1	7	9	3	10	1	1	9	1	10		8.02
vardas313		pavarde313		3	6	7	2	5	7	1	10	4	3	2	3	8	9	10	5	2	1	9	5	1		2.64
vardas314		pavarde314		5	8	10	7	5	5	5	2	6	5	7	1	7	5	5	9	5	6	9	7	2		3.58
vardas315		pavarde315		9	2	6	10	4	4	10	6	8	7	7	10	6	1	8	8	4	4	5	3	7		6.64
vardas316		pavarde316		2	9	4	1	7	7	3	6	2	4	4	7	7	10	8	1	2	7	8	5	1		2.68
vardas317		pavarde317		1	4	1	1	2	9	2	10	2	3	10	4	6	5	9	8	6	4	2	3	4		4.24
vardas318		pavarde318		1	10	9	9	2	5	6	9	10	8	4	9	3	9	9	6	7	9	2	10	8		7.54
vardas319		pavarde319		9	8	10	8	7	3	2	5	7	8	1	10	5	9	9	6	9	10	2	5	9		8.06
vardas320		pavarde320		10	7	1	9	8	8	5	6	9	5	6	4	8	5	9	7	7	9	8	10	10		8.82
vardas321		pavarde321		1	9	1	8	3	9	9	6	8	6	8	1	7	7	4	10	2	6	10	1	7		6.52
vardas322		pavarde322		7	9	5	10	10	5	3	2	4	4	8	6	4	1	4	6	5	6	7	10	6		5.92
vardas323		pavarde323		9	1	2	10	10	2	7	5	8	9	4	8	7	3	8	6	10	5	1	6	9		7.82
vardas324		pavarde324		5	2	6	8	7	10	6	6	10	10	7	10	9	2	5	5	5	4	6	3	5		5.52
vardas325		pavarde325		10	8	6	7	6	3	3	9	9	1	9	9	4	7	3	4	1	8	2	5	4		4.68
vardas326		pavarde326		10	3	6	10	4	4	8	1	7	8	1	2	3	10	4	4	10	8	3	4	2		3.4
vardas327		pavarde327		7	8	9	4	5	5	7	2	2	3	9	2	7	7	10	8	10	10	4	8	7		6.74
vardas328		pavarde328		9	9	8	6	5	10	3	8	5	7	9	3	6	9	1	9	1	7	4	4	3		4.26
vardas329		pavarde329		5	1	2	6	9	6	10	6	2	3	6	2	2	6	9	1	10	2	10	8	8		6.92
vardas330		pavarde330		6	2	7	3	1	5	3	8	7	2	5	2	4	8	9	6	3	6	7	7	3		3.82
vardas331		pavarde331		7	9	8	10	5	4	4	9	2	1	7	8	10	8	10	2	8	10	1	4	7		6.74
vardas332		pavarde332		9	8	4	1	1	8	2	6	1	4	4	8	10	10	4	3	1	4	10	7	9		7.5
vardas333		pavarde333		4	2	2	4	8	2	6	4	9	2	5	1	5	9	3	7	2	5	2	6	9		7.16
vardas334		pavarde334		10	2	3	7	7	8	10	5	7	2	2	1	10	4	7	8	3	4	10	7	10		8.34
vardas335		pavarde335		4	5	7	3	1	10	10	3	3	8	5	4	10	9	9	2	4	1	8	8	4		4.68
vardas336		pavarde336		10	3	2	5	2	7	4	8	10	9	9	7	9	4	7	2	9	10	9	8	7		6.88
vardas337		pavarde337		6	8	6	4	9	7	3	1	9	9	8	1	8	6	1	8	7	7	2	10	3		4.2
vardas338		pavarde338		3	5	9	10	7	6	6	1	8	3	2	4	1	7	2	6	2	10	7	9	1		2.76
vardas339		pavarde339		4	3	1	10	9	3	9	4	8	6	10	3	3	3	1	3	9	5	6	2	7		6.24
vardas340		pavarde340		5	6	10	1	9	4	2	3	6	8	3	6	3	2	5	3	1	7	8	6	6		5.56
vardas341		pavarde341		9	4	5	2	1	2	9	7	4	3	5	9	9	10	4	6	9	10	7	7	5		5.44
vardas342		pavarde342		4	6	8	5	5	9	2	1	1	8	1	7	5	9	3	2	9	1	10	8	5		5.08
vardas343		pavarde343		2	5	7	9	10	3	10	1	8	4	8	6	3	6	5	4	1	9	4	5	7		6.4
vardas344		pavarde344		8	10	7	2	8	1	1	8	1	9	9	6	1	9	6	10	2	9	5	6	1		2.96
vardas345		pavarde345		3	8	10	6	9	6	5	5	10	1	3	5	6	1	4	3	8	1	5	6	6		5.7
vardas346		pavarde346		4	8	2	8	4	6	4	5	10	7	3	2	8	3	9	2	6	2	7	1	4		4.42
vardas347		pavarde347		10	10	3	2	6	2	3	7	10	10	9	8	4	7	7	8	2	8	3	10	7		6.78
vardas348		pavarde348		1	8	8	10	8	10	4	1	6	8	4	5	10	4	3	1	5	5	8	5	4		4.68
vardas349		pavarde349		4	4	3	7	4	10	1	6	8	7	10	6	5	7	7	8	10	8	6	9	2		3.8
vardas350		pavarde350		9	6	7	2	4	7	9	10	6	9	3	8	5	5	8	9	5	6	3	3	5		5.48
vardas351		pavarde351		2	1	6	2	9	3	6	8	5	9	9	10	8	7	10	4	6	4	9	5	9		7.86
vardas352		pavarde352		5	2	9	3	10	1	4	9	9	3	2	5	5	2	7	7	9	1	6	9	6		5.76
vardas353		pavarde353		4	1	4	1	2	7	8	10	1	5	7	3	2	3	3	6	5	3	9	8	2		3.04
vardas354		pavarde354		5	10	8	10	6	5	5	9	2	10	10	5	5	10	1	8	2	9	7	2	4		4.98
vardas355		pavarde355		4	10	5	3	9	2	6	4	9	9	5	2	4	6	1	9	4	1	1	4	4		4.36
vardas356		pavarde356		1	1	9	9	1	4	2	3	3	7	7	2	8	10	2	3	9	1	8	3	1		2.46
vardas357		pavarde357		9	6	6	1	4	1	7	9	1	4	5	3	8	2	4	7	5	8	7	9	5		5.12
vardas358		pavarde358		9	9	2	2	7	9	2	9	7	10	5	8	8	7	10	8	10	8	2	1	4		5.06
vardas359		pavarde359		9	4	2	2	7	9	7	6	7	4	3	2	3	3	10	2	8	4	5	2	4		4.38
vardas360		pavarde360		5	8	5	1	10	6	8	9	10	7	4	5	8	5	7	6	8	4	2	6	8		7.28
vardas361		pavarde361		10	7	2	3	6	3	8	6	1	10	9	6	10	4	3	9	8	7	6	5	4		4.86
vardas362		pavarde362		5	9	1	1	6	8	3	8	6	8	8	1	3	10	7	5	6	5	9	3	3		4.04
vardas363		pavarde363		4	7	8	1	5	6	3	2	8	3	3	7	1	4	7	9	3	1	8	4	1		2.48
vardas364		pavarde364		2	9	1	6	4	4	4	2	6	2	5	10	7	7	7	3	7	8	1	2	2		3.14
vardas365		pavarde365		2	8	5	2	4	4	4	6	10	10	2	2	5	5	5	8	2	3	9	2	2		3.16
vardas366		pavarde366		8	7	2	6	2	8	5	4	2	2	2	5	2	5	9	7	3	5	5	1	1		2.4
vardas367		pavarde367		3	5	8	4	9	3	9	3	9	5	9	1	4	10	8	6	7	7	6	4	7		6.6
vardas368		pavarde368		3	7	1	2	4	2	6	8	7	3	2	8	5	5	4	5	5	10	1	3	8		6.62
vardas369		pavarde369		4	6	8	5	6	5	9	1	10	9	1	3	9	5	2	8	5	10	1	6	7		6.46
vardas370		pavarde370		10	4	9	10	8	10	7	6	7	5	9	1	10	7	10	4	1	9	7	2	10		8.72
vardas371		pavarde371		9	4	5	2	10	10	4	6	2	4	8	6	2	1	4	3	4	2	4	7	9		7.34
vardas372		pavarde372		1	6	5	4	3	10	8	9	9	10	7	7	8	10	2	10	6	3	7	1	5		5.52
vardas373		pavarde373		2	6	8	10	2	3	3	10	6	5	10	9	8	7	4	3	5	2	4	9	3		4.12
vardas374		pavarde374		4	3	5	1	4	3	5	9	10	4	1	7	8	3	10	2	5	2	9	8	1		2.66
vardas375		pavarde375		6	3	3	3	5	8	4	10	2	10	7	2	7	8	6	10	3	7	6	1	4		4.62
vardas376		pavarde376		3	4	7	8	3	6	10	4	8	4	2	3	3	7	6	7	2	6	8	4	6		5.7
vardas377		pavarde377		10	9	1	8	7	6	1	1	2	9	3	6	8	6	5	7	4	4	8	9	4		4.68
vardas378		pavarde378		8	3	10	8	1	5	6	3	6	5	5	7	9	6	10	10	9	2	9	8	2		3.8
vardas379		pavarde379		7	6	3	5	8	10	10	2	2	8	8	6	10	6	8	5	2	2	1	5	1		2.88
vardas380		pavarde380		10	10	3	7	9	4	10	6	7	4	6	5	3	2	7	4	1	8	8	4	10		8.36
vardas381		pavarde381		1	2	1	9	4	1	1	6	7	1	7	5	8	9	3	9	7	6	3	5	3		3.7
vardas382		pavarde382		2	3	5	5	1	9	5	10	10	1	4	1	1	7	5	10	9	6	2	10	9		7.52
vardas383		pavarde383		1	5	4	5	1	4	3	3	10	10	9	10	2	9	10	5	10	9	7	10	1		3.14
vardas384		pavarde384		10	6	9	10	9	9	2	9	7	2	2	10	8	10	1	2	5	9	3	1	8		7.28
vardas385		pavarde385		7	2	1	7	4	7	10	5	6	4	10	8	7	1	8	9	5	3	8	9	8		7.22
vardas386		pavarde386		9	3	9	6	8	9	1	4	8	6	2	10	8	9	2	8	8	8	1	10	10		8.58
vardas387		pavarde387		4	10	4	4	10	9	9	5	7	10	10	2	1	7	1	10	2	1	10	2	8		7.16
vardas388		pavarde388		3	10	5	8	5	1	6	8	3	3	1	5	2	1	5	5	8	7	5	2	8		6.66
vardas389		pavarde389		5	9	5	8	7	3	9	1	7	3	8	10	7	3	5	6	2	10	4	3	1		2.9
vardas390		pavarde390		1	1	2	2	3	8	2	2	2	7	5	2	3	9	3	4	2	9	7	7	7		5.82
vardas391		pavarde391		8	10	5	9	10	7	3	8	7	6	10	9	10	8	5	1	1	2	5	9	7		6.86
vardas392		pavarde392		4	3	9	7	3	2	4	1	1	7	4	2	7	4	9	8	7	4	5	2	10		7.86
vardas393		pavarde393		9	10	8	3	4	3	9	7	9	5	10	1	10	2	1	2	3	3	1	10	5		5.2
vardas394		pavarde394		10	7	10	5	6	9	10	8	9	8	10	4	2	9	6	8	1	8	5	3	9		8.16
vardas395		pavarde395		4	10	1	7	1	8	9	10	6	3	6	4	10	6	3	6	2	3	9	6	2		3.48
vardas396		pavarde396		9	4	2	1	4	1	8	2	5	4	1	8	7	9	7	9	8	2	2	1	1		2.48
vardas397		pavarde397		3	2	1	2	10	4	9	2	1	10	1	8	4	9	1	10	3	9	9	3	3		3.82
vardas398		pavarde398		3	10	6	1	1	3	3	3	7	5	4	2	8	1	4	8	3	9	1	8	1		2.4
vardas399		pavarde399		8	1	6	5	7	6	3	2	4	8	4	2	4	2	2	1	9	1	10	5	6		5.4
vardas400		pavarde400		6	8	10	4	5	6	7	7	10	9	6	7	3	4	6	2	7	2	4	9	1		3.04
vardas401		pavarde401		4	1	4	10	10	10	2	10	1	1	3	5	10	4	4	1	5	9	10	7	1		2.82
vardas402		pavarde402		2	8	6	1	9	9	6	8	7	9	2	9	4	9	3	5	4	2	5	9	3		4.14
vardas403		pavarde403		1	3	7	4	6	9	4	3	7	3	9	3	9	6	7	1	2	4	3	6	5		4.94
vardas404		pavarde404		10	3	10	2	6	3	4	10	8	6	3	9	2	2	1	3	3	10	8	1	4		4.48
vardas405		pavarde405		3	6	3	3	2	8	5	5	1	2	1	10	5	3	4	1	5	3	3	9	3		3.44
vardas406		pavarde406		1	5	3	1	9	10	2	4	2	4	5	8	5	3	4	1	1	7	7	1	5		4.66
vardas407		pavarde407		6	9	9	8	2	7	9	3	8	2	5	3	9	3	4	5	6	6	2	10	10		8.32
vardas408		pavarde408		6	6	8	8	3	9	1	5	7	3	1	1	6	9	9	5	10	3	10	10	9		7.8
vardas409		pavarde409		3	6	4	1	9	5	3	10	2	1	1	4	3	9	8	3	8	9	3	6	8		6.76
vardas410		pavarde410		7	4	8	1	5	5	9	8	4	8	10	3	4	10	6	4	3	10	6	1	4		4.72
vardas411		pavarde411		5	4	2	10	1	5	6	2	6	10	9	6	3	10	2	3	4	10	7	7	5		5.24
vardas412		pavarde412		7	3	1	3	5	8	9	6	8	6	8	6	4	2	5	4	7	7	7	9	4		4.7
vardas413		pavarde413		2	9	4	6	6	4	6	3	10	4	2	5	4	1	5	8	4	6	8	10	8		6.94
vardas414		pavarde414		7	6	7	2	3	1	1	10	2	3	5	9	5	10	8	9	1	2	4	7	8		6.84
vardas415		pavarde415		10	2	8	5	1	1	5	6	1	2	8	1	3	6	7	8	8	7	7	10	7		6.32
vardas416		pavarde416		3	9	2	2	3	10	5	8	4	9	2	3	3	6	1	9	8	7	8	4	5		5.12
vardas417		pavarde417		8	7	2	3	9	7	6	9	8	1	1	2	1	1	2	4	9	6	6	10	10		8.04
vardas418		pavarde418		6	8	9	10	5	3	8	3	3	8	5	3	3	9	3	1	4	9	10	7	4		4.74
vardas419		pavarde419		9	7	2	8	7	7	6	7	4	2	10	5	8	8	7	9	8	8	5	4	2		3.82
vardas420		pavarde420		1	8	4	4	4	1	1	6	5	9	9	8	4	10	3	1	4	4	1	1	6		5.36
vardas421		pavarde421		4	9	9	9	2	9	10	7	8	6	1	5	6	8	5	6	4	10	10	3	3		4.42
vardas422		pavarde422		10	6	7	1	3	4	8	8	2	5	7	6	3	1	4	9	9	4	3	5	9		7.5
vardas423		pavarde423		5	2	1	2	2	3	9	5	7	2	6	3	5	9	1	7	9	9	1	1	9		7.18
vardas424		pavarde424		6	1	1	1	8	3	10	7	10	6	3	1	10	2	2	3	10	5	2	9	4		4.4
vardas425		pavarde425		8	8	6	1	8	5	9	7	2	10	2	10	8	9	1	4	6	4	1	8	6		5.94
vardas426		pavarde426		10	3	2	9	1	6	2	10	3	8	9	4	8	10	1	6	8	8	8	4	10		8.4
vardas427		pavarde427		4	1	5	7	10	6	3	7	6	4	9	7	9	7	4	1	1	7	1	10	1		2.78
vardas428		pavarde428		1	4	9	7	6	10	2	4	6	10	3	4	8	1	9	9	1	6	6	9	7		6.5
vardas429		pavarde429		5	6	9	1	2	9	10	3	3	9	6	2	3	5	9	5	6	10	7	1	6		5.82
vardas430		pavarde430		6	10	6	4	1	10	1	10	5	3	1	10	9	5	5	1	1	6	8	9	8		7.02
vardas431		pavarde431		3	10	7	9	6	2	5	5	6	9	5	5	3	2	8	10	3	10	10	3	7		6.62
vardas432		pavarde432		8	1	10	7	10	5	1	3	3	7	5	6	9	10	8	3	7	10	3	6	8		7.24
vardas433		pavarde433		5	2	1	6	3	1	2	10	5	4	4	5	8	1	3	10	7	10	1	5	9		7.26
vardas434		pavarde434		5	5	8	7	6	8	6	7	2	7	10	4	10	6	8	8	2	1	2	1	6		5.86
vardas435		pavarde435		6	8	9	2	7	10	8	9	2	6	8	8	1	6	9	9	9	1	9	2	6		6.18
vardas436		pavarde436		6	9	2	8	7	9	9	5	10	10	8	1	4	6	10	4	4	1	7	10	3		4.4
vardas437		pavarde437		7	7	7	7	1	3	1	1	5	7	6	5	8	5	5	8	3	1	6	8	5		5.02
vardas438		pavarde438		2	6	10	2	9	5	1	6	1	6	3	3	2	4	3	6	5	9	2	6	7		6.02
vardas439		pavarde439		3	5	8	2	5	3	6	4	5	9	1	6	7	2	7	3	1	10	1	5	6		5.46
vardas440		pavarde440		2	9	2	7	8	10	7	6	4	1	7	3	5	7	1	10	2	6	4	2	6		5.66
vardas441		pavarde441		10	9	9	6	6	4	3	8	5	10	8	2	10	1	2	1	6	5	8	5	2		3.56
vardas442		pavarde442		9	3	1	2	5	1	3	3	9	5	1	4	8	7	7	5	1	1	1	3	8		6.38
vardas443		pavarde443		5	2	4	3	2	5	6	9	7	5	2	10	1	2	7	4	10	7	8	8	4		4.54
vardas444		pavarde444		9	10	2	6	7	1	2	4	7	2	8	5	7	2	1	7	7	1	3	5	9		7.32
vardas445		pavarde445		8	2	2	4	4	8	5	9	10	5	6	9	7	3	9	1	1	1	9	3	8		6.92
vardas446		pavarde446		8	6	5	1	9	2	5	2	4	9	7	8	7	4	4	6	5	6	6	10	3		4.08
vardas447		pavarde447		4	7	3	3	8	7	3	2	4	6	5	3	3	1	7	8	9	8	5	9	2		3.3
vardas448		pavarde448		7	10	9	3	3	1	7	6	8	10	5	2	9	10	2	3	9	7	1	3	2		3.5
vardas449		pavarde449		10	2	8	5	2	2	8	4	5	5	3	6	1	2	4	7	6	9	2	1	6		5.44
vardas450		pavarde450		4	8	3	8	8	9	3	4	10	9	8	2	8	9	7	9	3	5	5	9	8		7.42
vardas451		pavarde451		1	3	4	4	5	5	1	9	1	1	6	2	8	2	8	10	1	1	5	9	1		2.32
vardas452		pavarde452		7	7	3	6	10	9	7	4	4	8	2	8	8	10	4	5	9	6	6	8	7		6.82
vardas453		pavarde453		5	8	5	2	1	1	7	8	7	3	5	9	5	4	5	2	1	3	2	3	8		6.52
vardas454		pavarde454		3	3	7	3	10	2	3	10	6	8	9	6	2	8	9	10	7	1	8	9	8		7.28
vardas455		pavarde455		7	3	10	6	7	1	9	3	5	7	6	7	8	8	7	1	5	4	1	8	3		4.06
vardas456		pavarde456		4	2	1	8	9	7	7	1	5	6	3	1	9	4	3	1	9	8	3	2	6		5.46
vardas457		pavarde457		1	1	1	10	1	7	6	5	5	4	1	10	7	3	7	9	5	9	8	8	2		3.36
vardas458		pavarde458		10	2	7	7	8	7	4	5	1	2	8	8	9	5	1	9	10	2	2	8	2		3.5
vardas459		pavarde459		10	4	2	5	7	3	3	9	2	7	9	5	7	10	4	4	6	3	2	4	10		8.12
vardas460		pavarde460		6	9	2	10	4	6	1	3	10	9	2	8	10	10	6	9	2	4	7	3	6		6.02
vardas461		pavarde461		2	5	10	7	5	9	3	1	2	10	6	9	10	3	4	9	8	8	4	8	1		3.06
vardas462		pavarde462		6	2	10	1	6	2	4	3	10	7	1	7	5	1	3	3	10	2	4	6	5		4.86
vardas463		pavarde463		8	5	3	4	1	1	2	8	7	3	7	6	10	6	3	6	10	1	9	8	6		5.76
vardas464		pavarde464		4	3	5	7	9	10	4	10	4	1	3	3	5	7	7	10	8	10	3	3	4		4.72
vardas465		pavarde465		1	10	9	1	5	1	3	2	9	7	8	5	4	10	5	3	8	2	5	9	9		7.54
vardas466		pavarde466		5	10	6	4	8	3	9	4	3	4	7	10	9	1	9	1	3	6	6	1	4		4.58
vardas467		pavarde467		4	9	4	2	1	8	2	2	4	7	6	10	1	9	4	8	4	8	1	2	6		5.52
vardas468		pavarde468		3	9	7	8	7	7	2	2	7	2	8	1	3	7	7	5	10	5	3	10	2		3.46
vardas469		pavarde469		8	7	4	5	1	7	7	9	10	4	4	4	9	8	7	8	9	5	3	3	1		3.04
vardas470		pavarde470		6	10	8	8	7	1	3	3	8	6	9	2	10	5	1	1	1	4	8	1	8		6.84
vardas471		pavarde471		10	1	8	6	4	3	7	9	6	10	6	4	4	8	3	6	3	2	10	8	1		2.96
vardas472		pavarde472		1	10	1	4	7	5	10	10	2	8	10	3	8	1	9	9	3	8	1	9	1		2.98
vardas473		pavarde473		8	1	6	4	8	10	3	7	2	10	9	7	6	6	8	1	1	8	4	3	3		4.04
vardas474		pavarde474		8	3	10	9	4	3	7	10	7	3	7	4	10	9	3	9	6	1	5	3	4		4.82
vardas475		pavarde475		1	6	7	1	8	10	6	3	5	8	1	2	10	5	5	10	9	9	8	8	9		7.84
vardas476		pavarde476		1	3	2	4	5	5	2	5	8	4	4	5	5	3	4	9	5	1	6	10	3		3.62
vardas477		pavarde477		4	9	8	4	2	7	3	9	5	5	1	3	5	5	3	10	10	2	7	6	9		7.56
vardas478		pavarde478		5	6	7	8	1	6	2	9	5	4	7	3	2	1	1	6	6	3	1	5	7		5.96
vardas479		pavarde479		9	5	9	8	7	1	7	9	3	10	4	2	4	2	8	1	1	5	6	2	2		3.26
vardas480		pavarde480		5	2	8	9	2	6	4	10	5	3	7	10	8	4	9	4	7	2	2	9	3		4.12
vardas481		pavarde481		7	4	7	7	1	2	6	9	6	8	10	6	8	9	10	5	4	5	5	8	1		3.14
vardas482		pavarde482		7	2	2	8	2	10	5	5	6	10	8	2	9	9	8	5	1	10	9	5	4		4.86
vardas483		pavarde483		5	4	3	8	7	8	5	8	9	1	6	3	10	1	7	7	4	9	5	5	4		4.7
vardas484		pavarde484		8	3	7	4	1	10	3	9	10	6	2	9	4	7	4	8	6	10	6	7	10		8.48
vardas485		pavarde485		9	1	5	4	3	5	9	8	10	7	9	8	3	4	5	5	8	7	3	5	4		4.76
